feature,mean_importance
SMOKING,0.00860449675169837
GENDER,0.016791543133493188
COUGHING,0.02292086768373741
ANXIETY,0.02584552995444686
CHRONIC DISEASE,0.026537040051450654
CHEST PAIN,0.034065077131195574
AGE,0.037104816011035505
FATIGUE ,0.046457490719233836
YELLOW_FINGERS,0.04759716076661895
SHORTNESS OF BREATH,0.0549847476174208
WHEEZING,0.05528262761331115
SWALLOWING DIFFICULTY,0.06968193648078506
ALCOHOL CONSUMING,0.07420990231039096
ALLERGY ,0.10899501353716753
PEER_PRESSURE,0.1122926728287518
