feature,mean_importance
CHEST PAIN,-0.0015494610674720688
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,-0.0012549752430998761
YELLOW_FINGERS,-4.3182133899510865e-05
SMOKING,0.0
COUGHING,0.0
ALLERGY ,0.0
ALCOHOL CONSUMING,0.00111341304294571
ALCOHOL CONSUMING_sum_ALLERGY ,0.0017431342524770077
ANXIETY,0.003449549198850266
AGE,0.0055099931869792675
GENDER,0.005930448320324633
SHORTNESS OF BREATH,0.00674154493043525
WHEEZING,0.008288107452821847
CHRONIC DISEASE,0.009164684057564898
FATIGUE ,0.009772286086977755
CHEST PAIN_sum_PEER_PRESSURE,0.010973584977545591
SWALLOWING DIFFICULTY_sum_COUGHING,0.011827762263151919
PEER_PRESSURE,0.01400183326956581
SWALLOWING DIFFICULTY,0.014628717199819652
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.015658355508856536
COUGHING_sum_ALLERGY ,0.015850215373083554
WHEEZING_sum_ALLERGY ,0.01699649217966146
ALLERGY _sum_YELLOW_FINGERS,0.03830275144006322
ALLERGY _sum_PEER_PRESSURE,0.07517846576004122
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.09325021229693935
