feature,mean_importance
AGE,0.0003506625066332647
ANXIETY,0.012231769379296065
SMOKING,0.01457628740466948
YELLOW_FINGERS,0.021113497205712477
COUGHING,0.026911567404296954
WHEEZING,0.02918006341193663
CHEST PAIN,0.02926211750519716
PEER_PRESSURE,0.03697586694414145
ALCOHOL CONSUMING,0.043607287958842784
CHRONIC DISEASE,0.049464866989086434
GENDER,0.04963157727679439
ALLERGY ,0.07226191595257438
SWALLOWING DIFFICULTY,0.08163639420533098
SHORTNESS OF BREATH,0.1073155956859875
FATIGUE ,0.16296605268948464
