feature,mean_importance
CHEST PAIN,0.0009150910230472764
ALCOHOL CONSUMING,0.0013466576735624626
PEER_PRESSURE,0.001685420476550964
ALLERGY ,0.002367835070378077
COUGHING,0.0025702174964155776
YELLOW_FINGERS,0.003110682091951067
SMOKING,0.0035114567562293695
SWALLOWING DIFFICULTY,0.00519202820995276
WHEEZING,0.007432825963504269
GENDER,0.007964984677931964
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.011491609191092428
SWALLOWING DIFFICULTY_sum_COUGHING,0.012856572303373986
ANXIETY,0.015207346805949689
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.015965680907490502
CHRONIC DISEASE,0.01795036644326904
ALLERGY _sum_YELLOW_FINGERS,0.021565637585367958
COUGHING_sum_ALLERGY ,0.023933824010839495
CHEST PAIN_sum_PEER_PRESSURE,0.030546557915828672
ALCOHOL CONSUMING_sum_ALLERGY ,0.030867019244694226
FATIGUE ,0.03309115322735376
AGE,0.034733127536909415
ALLERGY _sum_PEER_PRESSURE,0.035560555637866496
WHEEZING_sum_ALLERGY ,0.03737708746656466
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.04767204369449531
SHORTNESS OF BREATH,0.055810665490507026
