feature,mean_importance
GENDER,0.004955714424935265
COUGHING,0.007754936898100984
SMOKING,0.007897075333002485
CHEST PAIN,0.020559905963117964
ANXIETY,0.023855121270408182
AGE,0.02707715870226201
WHEEZING,0.027343169986501055
CHRONIC DISEASE,0.040092999597622234
SHORTNESS OF BREATH,0.04093472621032421
YELLOW_FINGERS,0.04412123647157158
SWALLOWING DIFFICULTY,0.058434076756717634
ALCOHOL CONSUMING,0.06366062490013284
FATIGUE ,0.07187015945725594
ALLERGY ,0.09510831956024848
PEER_PRESSURE,0.09667457931574117
