feature,mean_importance
SMOKING,0.016423923222983798
COUGHING,0.020859347595271683
GENDER,0.024621050487183598
SWALLOWING DIFFICULTY,0.026320336430536967
CHRONIC DISEASE,0.028344139859903267
CHEST PAIN,0.03286482692549399
ANXIETY,0.03347435935383642
YELLOW_FINGERS,0.04209694317958289
WHEEZING,0.04760150298029458
SHORTNESS OF BREATH,0.047624047308632005
AGE,0.04948431699719617
ALCOHOL CONSUMING,0.060844621233039374
FATIGUE ,0.07153115266750736
PEER_PRESSURE,0.08467745568646576
ALLERGY ,0.14717655321043108
