feature,mean_importance
ALLERGY ,0.0
ALCOHOL CONSUMING,0.0
COUGHING,0.0024649055731553017
SWALLOWING DIFFICULTY,0.003378393775377397
GENDER,0.0039956095906096166
CHEST PAIN,0.006967219750519521
PEER_PRESSURE,0.007839228421040128
SMOKING,0.008570881728082003
WHEEZING,0.013454174296282673
ALLERGY _sum_YELLOW_FINGERS,0.013834638813358207
CHRONIC DISEASE,0.01614675149043527
AGE,0.018590384883678823
ANXIETY,0.020608736199049193
YELLOW_FINGERS,0.02078512695805825
SHORTNESS OF BREATH,0.021279569391230702
SWALLOWING DIFFICULTY_sum_COUGHING,0.02539699824203782
CHEST PAIN_sum_PEER_PRESSURE,0.02882744283251269
ALLERGY _sum_PEER_PRESSURE,0.029474806587879758
COUGHING_sum_ALLERGY ,0.03259557637754042
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.03516073788151265
WHEEZING_sum_ALLERGY ,0.03627608478980008
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.042088332404639314
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.05225994730362895
FATIGUE ,0.05239723035947639
ALCOHOL CONSUMING_sum_ALLERGY ,0.054331071521718656
