feature,mean_importance
GENDER,-0.0008284534932073678
SMOKING,0.0
PEER_PRESSURE,0.0
ALLERGY ,0.0
ALCOHOL CONSUMING,0.0
SWALLOWING DIFFICULTY,0.0018098578197723535
WHEEZING,0.0018129573628695244
COUGHING,0.005109363778354753
ALLERGY _sum_YELLOW_FINGERS,0.007340453235502961
SWALLOWING DIFFICULTY_sum_COUGHING,0.008459446766831752
YELLOW_FINGERS,0.009136629581868307
ANXIETY,0.009258677011633487
COUGHING_sum_ALLERGY ,0.010263862217165043
CHEST PAIN,0.01148166331417958
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.012577459325561303
SHORTNESS OF BREATH,0.018231614941423432
ALCOHOL CONSUMING_sum_ALLERGY ,0.018628342995703283
CHRONIC DISEASE,0.018974007485262474
AGE,0.023928874580328715
ALLERGY _sum_PEER_PRESSURE,0.0244507592521945
CHEST PAIN_sum_PEER_PRESSURE,0.044493741680244815
WHEEZING_sum_ALLERGY ,0.055653082777736416
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.05906048388766716
FATIGUE ,0.05945789096875366
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.14186635215180737
