feature,mean_importance
SMOKING,-0.0020475447071301557
random_feature,-0.0011699629853333504
YELLOW_FINGERS,0.0
ANXIETY,0.000901455764343162
AGE,0.010086806356259071
FATIGUE ,0.013980649744273533
SHORTNESS OF BREATH,0.01597681891820212
GENDER,0.019038018383784827
CHRONIC DISEASE,0.019073026903811817
COUGHING,0.024249464706667157
CHEST PAIN,0.027262498418400227
WHEEZING,0.03454632726175284
SWALLOWING DIFFICULTY,0.04070133364478272
ALLERGY ,0.05939155254340468
ALCOHOL CONSUMING,0.08725926361001445
PEER_PRESSURE,0.15130816492438956
