feature,mean_importance
SMOKING,0.001753270621362235
AGE,0.004380626653827857
GENDER,0.005484783523625014
ANXIETY,0.0056253201114715105
CHRONIC DISEASE,0.007568581808671959
SHORTNESS OF BREATH,0.013169578842910146
COUGHING,0.019491448915834753
CHEST PAIN,0.02224647099742725
YELLOW_FINGERS,0.0242350700204113
FATIGUE ,0.03182474810705407
SWALLOWING DIFFICULTY,0.05081239477646108
WHEEZING,0.058816634974050055
ALCOHOL CONSUMING,0.10465049273208935
ALLERGY ,0.14029740752478365
PEER_PRESSURE,0.14192297854844477
