feature,mean_importance
SMOKING,-2.7755575615628914e-17
ANXIETY,0.0024142836755207064
COUGHING,0.004750614416801297
AGE,0.008152108272923748
GENDER,0.017151159963359898
PEER_PRESSURE,0.02520316393275963
YELLOW_FINGERS,0.040296736913174626
FATIGUE ,0.041177636303807844
CHRONIC DISEASE,0.05206957633507493
SHORTNESS OF BREATH,0.06635580400496466
ALCOHOL CONSUMING,0.0743361880004383
CHEST PAIN,0.08191919486977801
ALLERGY ,0.09766279801508736
SWALLOWING DIFFICULTY,0.09827522682197634
WHEEZING,0.10086480249998173
