feature,mean_importance
GENDER,-0.0035688679472286877
AGE,-0.000831502766819442
SMOKING,-0.0007183305970040077
ANXIETY,5.551115123125783e-18
CHEST PAIN,0.00723695131361835
SHORTNESS OF BREATH,0.008011387486077947
YELLOW_FINGERS,0.009706325855052466
CHRONIC DISEASE,0.010500599841629061
COUGHING,0.01919048593492793
FATIGUE ,0.030195911728724784
SWALLOWING DIFFICULTY,0.046757892986489934
ALCOHOL CONSUMING,0.057490557099454574
WHEEZING,0.07027493858353508
ALLERGY ,0.2206691885595128
PEER_PRESSURE,0.2218056437836049
