feature,mean_importance
ANXIETY,0.0006861063389937306
GENDER,0.0010716442824563854
COUGHING,0.0016931113567920375
WHEEZING,0.015041943178429213
YELLOW_FINGERS,0.020600073672920126
SMOKING,0.021968494046241904
SHORTNESS OF BREATH,0.025995336569673642
PEER_PRESSURE,0.030388080649079184
SWALLOWING DIFFICULTY,0.030798210219632326
CHEST PAIN,0.037513273549340496
ALCOHOL CONSUMING,0.07732618421295252
CHRONIC DISEASE,0.07857529144943046
AGE,0.1059017435801419
FATIGUE ,0.12875195315317373
ALLERGY ,0.15604971165010653
