feature,mean_importance
AGE,-9.907982835230533e-05
SHORTNESS OF BREATH,0.0006085245835303899
GENDER,0.0028134389277050032
CHEST PAIN,0.006296243986442523
SMOKING,0.013101091619656207
ANXIETY,0.01707284553141102
WHEEZING,0.029299475052776185
ALCOHOL CONSUMING,0.03497872626438841
COUGHING,0.03958872057155046
CHRONIC DISEASE,0.05278790241339857
SWALLOWING DIFFICULTY,0.05422245239075515
ALLERGY ,0.05764638113207288
YELLOW_FINGERS,0.06846952246701773
PEER_PRESSURE,0.08211001930628885
FATIGUE ,0.08631668172941039
