feature,mean_importance
GENDER,-0.00356229388863962
ANXIETY,0.000259303934841365
SHORTNESS OF BREATH,0.0040896443560680005
COUGHING,0.0044419857766605595
CHEST PAIN,0.005729829414070431
CHRONIC DISEASE,0.012258024070502433
SMOKING,0.013975120299449455
SWALLOWING DIFFICULTY,0.019915418130429845
WHEEZING,0.033248222467801125
AGE,0.05416657700017748
FATIGUE ,0.06561635356145881
PEER_PRESSURE,0.07420643620591909
YELLOW_FINGERS,0.0813960778389349
ALCOHOL CONSUMING,0.08326848884963942
ALLERGY ,0.3232489067601007
