feature,mean_importance
GENDER,-0.003221154691602618
COUGHING,-0.0008931837915908625
CHEST PAIN,0.0029861536167301306
SHORTNESS OF BREATH,0.007017495951643726
ANXIETY,0.012813208184672048
SMOKING,0.01400808449111976
CHRONIC DISEASE,0.031926179584161704
AGE,0.05807898308329205
FATIGUE ,0.0652587620753942
SWALLOWING DIFFICULTY,0.08811407770768631
ALCOHOL CONSUMING,0.09055255868260995
WHEEZING,0.09185963011895776
YELLOW_FINGERS,0.11524200431916853
PEER_PRESSURE,0.14494822132256324
ALLERGY ,0.35453546858227114
