feature,mean_importance
SMOKING,0.0
ALCOHOL CONSUMING,0.0
COUGHING,0.0
ALLERGY ,0.0025991433547186693
YELLOW_FINGERS,0.004586597347359727
PEER_PRESSURE,0.005136698164212994
SWALLOWING DIFFICULTY,0.005328901904973049
CHEST PAIN,0.0055793742525513165
ANXIETY,0.005657028284285154
WHEEZING,0.010678212005001663
AGE,0.012636592542543073
GENDER,0.015303253396300814
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.017765577893172273
CHRONIC DISEASE,0.02010494500125858
SWALLOWING DIFFICULTY_sum_COUGHING,0.020777966232783183
ALLERGY _sum_YELLOW_FINGERS,0.028304649753297485
SHORTNESS OF BREATH,0.03151292409992436
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.034202573950311746
WHEEZING_sum_ALLERGY ,0.040180001451137114
FATIGUE ,0.04443108605383407
CHEST PAIN_sum_PEER_PRESSURE,0.04715786387708031
ALLERGY _sum_PEER_PRESSURE,0.05037091333839673
ALCOHOL CONSUMING_sum_ALLERGY ,0.05633587258183934
COUGHING_sum_ALLERGY ,0.058721161784038134
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.06237036862505855
