feature,mean_importance
GENDER,-0.003027582396071571
SMOKING,0.0006939159814088547
ANXIETY,0.0015152647583332678
CHEST PAIN,0.0015979361454655395
SHORTNESS OF BREATH,0.004982687731879187
COUGHING,0.01423867412077397
CHRONIC DISEASE,0.02252061509428559
AGE,0.0244930556835402
ALCOHOL CONSUMING,0.041371331145985166
WHEEZING,0.04530098112802966
YELLOW_FINGERS,0.04579595734606186
FATIGUE ,0.09476874654792353
SWALLOWING DIFFICULTY,0.10429772646411464
PEER_PRESSURE,0.10708062776015681
ALLERGY ,0.15488409160783626
