feature,mean_importance
CHRONIC DISEASE,-0.0018199725718528348
AGE,-0.000602113486438094
COUGHING,0.0012908854387224
GENDER,0.0014994627218797407
ANXIETY,0.0018221292610086203
SHORTNESS OF BREATH,0.008210043248623
SMOKING,0.009505286435496373
CHEST PAIN,0.012997295655746921
WHEEZING,0.015541912520518442
SWALLOWING DIFFICULTY,0.028094613077710395
YELLOW_FINGERS,0.033186494380164536
FATIGUE ,0.04531916036005107
PEER_PRESSURE,0.1006915153018058
ALCOHOL CONSUMING,0.12662960480071045
ALLERGY ,0.21583826684752738
