feature,mean_importance
SMOKING,-0.0001524318430683569
GENDER,0.0006581518570525358
ANXIETY,0.001435532299204123
SHORTNESS OF BREATH,0.004488625238844368
COUGHING,0.005353570518985029
AGE,0.007763719021271131
CHRONIC DISEASE,0.012995880469334909
WHEEZING,0.013270442118592796
YELLOW_FINGERS,0.02339833837317472
FATIGUE ,0.026141838422420516
CHEST PAIN,0.027462263579192004
SWALLOWING DIFFICULTY,0.03627856935417147
ALCOHOL CONSUMING,0.06961010742759652
PEER_PRESSURE,0.09862330061714897
ALLERGY ,0.13612203667845832
