feature,mean_importance
COUGHING,0.004711892516702704
ANXIETY,0.005970531713656612
SHORTNESS OF BREATH,0.0064479317901899565
CHEST PAIN,0.008104676854519257
GENDER,0.015198971318716522
SMOKING,0.016379639385113463
FATIGUE ,0.019658672424201818
CHRONIC DISEASE,0.020547783771131853
AGE,0.044507633253538736
WHEEZING,0.04459761747816902
ALCOHOL CONSUMING,0.05953916863114955
SWALLOWING DIFFICULTY,0.06526536455750911
YELLOW_FINGERS,0.0780190125339033
PEER_PRESSURE,0.19243276137831775
ALLERGY ,0.3863174668347025
