feature,mean_importance
COUGHING,-0.007150472414031861
GENDER,-0.0015986225107747997
ANXIETY,0.004228549118375535
SMOKING,0.005566278872394548
YELLOW_FINGERS,0.007135912658469629
SWALLOWING DIFFICULTY,0.010135421509860682
CHEST PAIN,0.02091855601273344
WHEEZING,0.024968734387935926
CHRONIC DISEASE,0.029911878187574487
AGE,0.035968986583924764
ALCOHOL CONSUMING,0.03853198000457197
FATIGUE ,0.039902660086902846
SHORTNESS OF BREATH,0.04266466365600373
PEER_PRESSURE,0.07126497161525244
ALLERGY ,0.0739240693602726
