feature,mean_importance
GENDER,-0.003362169762700512
AGE,-0.0009028120771173321
SMOKING,-0.0006160459034566856
ANXIETY,1.1102230246251566e-17
YELLOW_FINGERS,0.0027755868246335637
CHEST PAIN,0.004508971775187743
SHORTNESS OF BREATH,0.009398099596599346
CHRONIC DISEASE,0.011323215807520876
COUGHING,0.022429001921237084
FATIGUE ,0.029507563468388898
ALCOHOL CONSUMING,0.04641130258296064
SWALLOWING DIFFICULTY,0.053649372557118866
WHEEZING,0.08055265637068401
ALLERGY ,0.22001847914774833
PEER_PRESSURE,0.22897919412427345
