feature,mean_importance
CHEST PAIN_sum_PEER_PRESSURE,-0.033311477033547594
SWALLOWING DIFFICULTY_sum_COUGHING,-0.030008175745042692
CHEST PAIN,-0.027933819829913546
ALCOHOL CONSUMING_sum_PEER_PRESSURE,-0.027850959061770687
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,-0.026339892834084784
ALCOHOL CONSUMING_sum_ALLERGY ,-0.02363853125910222
COUGHING_sum_ALLERGY ,-0.022216571179747256
SWALLOWING DIFFICULTY_sum_ALLERGY ,-0.020741041548833328
SHORTNESS OF BREATH,-0.015336028953326485
GENDER,-0.012099207017674963
COUGHING,-0.010731773425635032
YELLOW_FINGERS,-0.009360925586287894
WHEEZING_sum_ALLERGY ,-0.009267770568958056
ALLERGY _sum_YELLOW_FINGERS,-0.006684917358272996
ALCOHOL CONSUMING,-0.005201625273189325
SWALLOWING DIFFICULTY,-0.00420524773273091
SMOKING,-0.00144379227153687
ALLERGY ,-0.0014181378747757211
PEER_PRESSURE,-0.0011913865331679041
ALLERGY _sum_PEER_PRESSURE,0.0013191750783279389
WHEEZING,0.0033859830799108314
ANXIETY,0.005013586214986881
CHRONIC DISEASE,0.021825124104964573
FATIGUE ,0.024290296802069206
AGE,0.08721856794669026
