feature,mean_importance
SMOKING,0.0
random_feature,0.0007385614411333785
GENDER,0.0042624958230212725
YELLOW_FINGERS,0.00628767992755358
COUGHING,0.006505487604823645
AGE,0.010371984577063264
FATIGUE ,0.0118123972687045
CHRONIC DISEASE,0.015247715647365257
ANXIETY,0.016673885655403543
WHEEZING,0.019950979480102837
SWALLOWING DIFFICULTY,0.021763411172389103
SHORTNESS OF BREATH,0.03972883553176444
ALCOHOL CONSUMING,0.04193998672099558
CHEST PAIN,0.050223753059411416
PEER_PRESSURE,0.051881890539940204
ALLERGY ,0.061787308287184005
