feature,mean_importance
random_feature,0.0007839963949222261
SMOKING,0.004528840261454526
GENDER,0.0069801698869604075
AGE,0.008581627352139177
ANXIETY,0.010753781727558486
SHORTNESS OF BREATH,0.02748549023526401
CHRONIC DISEASE,0.027729586378127426
SWALLOWING DIFFICULTY,0.0321216608492208
COUGHING,0.04448476771777574
WHEEZING,0.04532531225448756
YELLOW_FINGERS,0.04676676246436531
FATIGUE ,0.06468159757722743
CHEST PAIN,0.0757706834362091
PEER_PRESSURE,0.08800763032577388
ALCOHOL CONSUMING,0.10492779936019017
ALLERGY ,0.11547595909326738
