feature,mean_importance
SMOKING,0.0007815791793582938
CHRONIC DISEASE,0.001343483388524047
GENDER,0.008608672736698963
AGE,0.016342717314054143
WHEEZING,0.02298502601475283
ANXIETY,0.02321075515246799
COUGHING,0.02421715839159837
YELLOW_FINGERS,0.024493548814901567
SHORTNESS OF BREATH,0.029303309171407922
FATIGUE ,0.03572695195852725
SWALLOWING DIFFICULTY,0.039750039422916564
CHEST PAIN,0.0578446437639385
ALCOHOL CONSUMING,0.06898745791050286
PEER_PRESSURE,0.06913990402766829
ALLERGY ,0.08560656599540191
