feature,mean_importance
SMOKING,0.0006111708831287865
GENDER,0.0018051792209531903
COUGHING,0.002102564963107223
YELLOW_FINGERS,0.004480611132223378
ANXIETY,0.005215672091346035
CHRONIC DISEASE,0.005346526999334533
SHORTNESS OF BREATH,0.005363478499653162
AGE,0.006874340594569939
CHEST PAIN,0.01627867718576176
FATIGUE ,0.017362724355417546
WHEEZING,0.04116379394691312
SWALLOWING DIFFICULTY,0.04380275576764385
ALCOHOL CONSUMING,0.05272348481634287
PEER_PRESSURE,0.13893039127680606
ALLERGY ,0.20738792750099355
