feature,mean_importance
SMOKING,-0.0018109013127507623
AGE,0.000893563895440741
COUGHING,0.019994307200450635
WHEEZING,0.024803358313286318
ANXIETY,0.03197506216915722
CHEST PAIN,0.03576529519878359
ALLERGY ,0.04284093655770872
ALCOHOL CONSUMING,0.0637078792332662
YELLOW_FINGERS,0.081079570205843
CHRONIC DISEASE,0.09421526618782236
SHORTNESS OF BREATH,0.10686952683041043
PEER_PRESSURE,0.12987958198451208
SWALLOWING DIFFICULTY,0.16093169100724872
GENDER,0.20846161648211878
FATIGUE ,0.25401105211182673
