feature,mean_importance
SMOKING,-0.0005550184803586933
ALLERGY _sum_PEER_PRESSURE,-0.00043629082534265564
YELLOW_FINGERS,-0.00010667320012007764
ALLERGY ,-3.676422821994318e-05
GENDER,-5.690724042906048e-06
COUGHING,0.0
ALCOHOL CONSUMING,0.0
WHEEZING,0.0
ALCOHOL CONSUMING_sum_ALLERGY ,0.0
COUGHING_sum_ALLERGY ,0.0002647519868070325
SWALLOWING DIFFICULTY_sum_COUGHING,0.0004019869902318729
SHORTNESS OF BREATH,0.0012581193890710551
SWALLOWING DIFFICULTY,0.0019338986753213994
CHEST PAIN_sum_PEER_PRESSURE,0.0021229167876881117
PEER_PRESSURE,0.0025667244090374687
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.0043745811787963326
ANXIETY,0.006238877343605331
CHEST PAIN,0.006770120254972189
AGE,0.008295047200227246
CHRONIC DISEASE,0.013438981515734527
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.016475680510240075
FATIGUE ,0.04012151534007881
WHEEZING_sum_ALLERGY ,0.06231306281065725
ALLERGY _sum_YELLOW_FINGERS,0.0826995814047369
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.24238529155836847
