feature,mean_importance
SMOKING,0.004313602011309303
ANXIETY,0.008355023368193182
GENDER,0.009107270511542753
AGE,0.010302974298265922
SHORTNESS OF BREATH,0.010816752771547533
CHRONIC DISEASE,0.011890706763263592
COUGHING,0.02150601880391051
YELLOW_FINGERS,0.023557996076913067
FATIGUE ,0.031202911248959974
CHEST PAIN,0.04833563147349851
WHEEZING,0.05064330069257724
SWALLOWING DIFFICULTY,0.07334716820364524
ALCOHOL CONSUMING,0.11758394174656792
ALLERGY ,0.1298884030659938
PEER_PRESSURE,0.1300970022748999
