feature,mean_importance
GENDER,0.0009727138106436772
COUGHING,0.0029384104805638355
SMOKING,0.0030152580254319216
SHORTNESS OF BREATH,0.0032197738603953916
CHRONIC DISEASE,0.004228129058365648
AGE,0.005998512850413806
ANXIETY,0.009408296697164531
CHEST PAIN,0.014656194130146849
SWALLOWING DIFFICULTY,0.03291461380162303
YELLOW_FINGERS,0.035122190360317176
FATIGUE ,0.03681185046024134
WHEEZING,0.04661761570544838
ALCOHOL CONSUMING,0.08859263912556892
PEER_PRESSURE,0.13152969229984066
ALLERGY ,0.17741827379133074
