feature,mean_importance
SMOKING,0.0003948027185494363
ANXIETY,0.0050310626235696545
CHRONIC DISEASE,0.005607667945163708
SHORTNESS OF BREATH,0.00671821231742325
GENDER,0.007404101068736901
CHEST PAIN,0.012638722089546866
AGE,0.012719517964680137
FATIGUE ,0.019163902867710324
COUGHING,0.025504271720215365
YELLOW_FINGERS,0.027769264105296322
ALCOHOL CONSUMING,0.037167098711824914
SWALLOWING DIFFICULTY,0.04405892691398906
WHEEZING,0.08448184959834878
PEER_PRESSURE,0.14247880871411875
ALLERGY ,0.18909999751937884
