feature,mean_importance
ALLERGY ,0.0002487354945139464
COUGHING,0.0003661653912911289
GENDER,0.000386520255401418
SWALLOWING DIFFICULTY,0.0006775656688697729
SWALLOWING DIFFICULTY_sum_COUGHING,0.0021430715931159026
ALCOHOL CONSUMING,0.0023555592273717895
SMOKING,0.003731132876207688
CHEST PAIN,0.004461299634471366
COUGHING_sum_ALLERGY ,0.004504393140660257
ALCOHOL CONSUMING_sum_ALLERGY ,0.006760070887443142
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.006796610850043955
PEER_PRESSURE,0.007607494792333913
WHEEZING,0.008406389854594187
CHEST PAIN_sum_PEER_PRESSURE,0.010268191483989303
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.012614374026432812
ALLERGY _sum_YELLOW_FINGERS,0.013184375549675349
YELLOW_FINGERS,0.014538479738747462
ANXIETY,0.018870903712211874
CHRONIC DISEASE,0.023451612874028898
FATIGUE ,0.02612166677225487
WHEEZING_sum_ALLERGY ,0.02908306834290474
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.029522227850715593
ALLERGY _sum_PEER_PRESSURE,0.031912914174897236
AGE,0.035501584816239135
SHORTNESS OF BREATH,0.06793403949437207
