feature,mean_importance
GENDER,-0.0053457999416433085
COUGHING,-0.0029208766697139343
CHEST PAIN,-0.0025334285302415216
SMOKING,0.010306112961190156
ANXIETY,0.011630785787837938
SHORTNESS OF BREATH,0.014379362340875024
AGE,0.05304254389530842
CHRONIC DISEASE,0.056205705410835395
WHEEZING,0.08244061943610416
ALCOHOL CONSUMING,0.08355678956714904
SWALLOWING DIFFICULTY,0.10106031795824763
YELLOW_FINGERS,0.11178202944079658
FATIGUE ,0.12126041933897773
PEER_PRESSURE,0.12201939877448169
ALLERGY ,0.33081870104541033
