feature,mean_importance
SMOKING,0.0013372320088264112
SHORTNESS OF BREATH,0.004246518932185866
GENDER,0.004702675234145826
ANXIETY,0.006041941054046779
AGE,0.008796379452040176
CHRONIC DISEASE,0.01035135126919064
CHEST PAIN,0.017634562732114813
COUGHING,0.0180754470483801
YELLOW_FINGERS,0.024510480231421734
FATIGUE ,0.026075484866710807
SWALLOWING DIFFICULTY,0.046184958086605096
WHEEZING,0.05232844043590919
PEER_PRESSURE,0.11005726902047934
ALCOHOL CONSUMING,0.11690765407570196
ALLERGY ,0.24323737042280147
