feature,mean_importance
SMOKING,0.002568911852340483
ANXIETY,0.0029346616808771154
CHRONIC DISEASE,0.005498954194111
SHORTNESS OF BREATH,0.005665164018342883
CHEST PAIN,0.00929660254989248
GENDER,0.010145930571305584
AGE,0.0106409576618347
FATIGUE ,0.017871256995278178
COUGHING,0.01916882344658959
YELLOW_FINGERS,0.026330675221122635
SWALLOWING DIFFICULTY,0.04095662295764754
ALCOHOL CONSUMING,0.04660655707954177
WHEEZING,0.06639984725679085
PEER_PRESSURE,0.14846359063375697
ALLERGY ,0.19167666358494534
