feature,mean_importance
COUGHING_sum_ALLERGY ,-0.013637543717144665
GENDER,-0.009901794900087173
WHEEZING_sum_ALLERGY ,-0.007724314310855148
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,-0.00709382061615661
SWALLOWING DIFFICULTY_sum_COUGHING,-0.006786958841188859
SHORTNESS OF BREATH,-0.005914074639271588
COUGHING,-0.004036413589091295
WHEEZING,-0.003539271272152619
ALCOHOL CONSUMING,-0.0031146882091407785
SWALLOWING DIFFICULTY,-0.003048919216869958
ALCOHOL CONSUMING_sum_ALLERGY ,-0.0027410708030706334
CHEST PAIN,-0.0011564262610531644
PEER_PRESSURE,-0.0006186139961974118
ALLERGY ,-0.0005888218446561289
YELLOW_FINGERS,0.0004127839091167845
FATIGUE ,0.0004705620222232587
ANXIETY,0.002387334268035457
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.003869249463406307
ALLERGY _sum_PEER_PRESSURE,0.006528260306018219
CHEST PAIN_sum_PEER_PRESSURE,0.012415510019128282
ALLERGY _sum_YELLOW_FINGERS,0.012935809907231458
CHRONIC DISEASE,0.018758546678230563
SMOKING,0.02165127358086992
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.023492314520484683
AGE,0.059591291291079596
