feature,mean_importance
SMOKING,0.0015713437042371714
ANXIETY,0.0028245162472992245
AGE,0.004437042823225779
GENDER,0.00876913122606009
SHORTNESS OF BREATH,0.01248780622708091
CHRONIC DISEASE,0.014183476794123118
COUGHING,0.02685542161177342
YELLOW_FINGERS,0.028097049334494285
FATIGUE ,0.04293915366208184
CHEST PAIN,0.04955542258127862
WHEEZING,0.05083153408437814
SWALLOWING DIFFICULTY,0.07697842472108492
ALCOHOL CONSUMING,0.10974968915497745
PEER_PRESSURE,0.12565085179022895
ALLERGY ,0.12769912108801257
