feature,mean_importance
SMOKING,-0.005870896289556971
GENDER,-0.005328785617768184
COUGHING,-0.003873642070022798
CHEST PAIN,-0.002756325717623892
ANXIETY,0.000292278358280923
random_feature,0.009053687668733008
SHORTNESS OF BREATH,0.01322937005130032
SWALLOWING DIFFICULTY,0.014253805422624699
WHEEZING,0.019735938486234932
YELLOW_FINGERS,0.026447332935978785
AGE,0.031552369534430566
CHRONIC DISEASE,0.03672775124554402
ALCOHOL CONSUMING,0.038078408781765924
PEER_PRESSURE,0.06605301537194462
ALLERGY ,0.079849961392456
FATIGUE ,0.09028297507789584
