feature,mean_importance
CHRONIC DISEASE,0.001566788847723044
SMOKING,0.003512299529763363
GENDER,0.004191270063384167
ANXIETY,0.006732696225812018
COUGHING,0.007574129070453017
SHORTNESS OF BREATH,0.0075997424035654905
AGE,0.007809082371931131
CHEST PAIN,0.020739683318474346
WHEEZING,0.024804046446543403
FATIGUE ,0.02899940610454559
YELLOW_FINGERS,0.03585969555123921
SWALLOWING DIFFICULTY,0.044786585023393014
ALCOHOL CONSUMING,0.06925428032919557
PEER_PRESSURE,0.08454788950855513
ALLERGY ,0.11223172437515454
