feature,mean_importance
CHEST PAIN,-0.007663719401338237
COUGHING,-0.007172313763623017
GENDER,-0.001296181837275856
SMOKING,0.007303679294216453
ANXIETY,0.00949581969396333
SWALLOWING DIFFICULTY,0.009907775585131829
ALCOHOL CONSUMING,0.029480925496342243
SHORTNESS OF BREATH,0.032287548539011876
WHEEZING,0.03322631901676255
YELLOW_FINGERS,0.03335213267061802
ALLERGY ,0.045521989298817525
CHRONIC DISEASE,0.04858623244809709
PEER_PRESSURE,0.04896951843190446
FATIGUE ,0.050664448398119274
AGE,0.06496409887171478
