feature,mean_importance
COUGHING,0.0013654812990267328
SWALLOWING DIFFICULTY,0.004745273758231391
GENDER,0.011632090537302641
WHEEZING,0.012931434364429695
CHEST PAIN,0.0165142985976112
ANXIETY,0.019400975660837778
YELLOW_FINGERS,0.03478737503069611
SMOKING,0.03819113021812176
PEER_PRESSURE,0.050804415147694536
FATIGUE ,0.06344057988234339
SHORTNESS OF BREATH,0.06427930669914536
CHRONIC DISEASE,0.06618810332217888
ALCOHOL CONSUMING,0.10641440958766998
ALLERGY ,0.1502865767727383
AGE,0.20268592822321643
