feature,mean_importance
GENDER,-0.0011255255650526375
COUGHING,-0.000179194504647634
CHEST PAIN,0.004030056520093311
SHORTNESS OF BREATH,0.008341217568415849
SMOKING,0.011624644809040746
ANXIETY,0.011678526437435537
CHRONIC DISEASE,0.03497436519913628
AGE,0.06072519342918699
FATIGUE ,0.06960973410366561
ALCOHOL CONSUMING,0.0885669543400605
WHEEZING,0.09003503679714678
SWALLOWING DIFFICULTY,0.0951275329198207
YELLOW_FINGERS,0.11145083655897685
PEER_PRESSURE,0.1508067451200992
ALLERGY ,0.3564944263607963
