feature,mean_importance
COUGHING,0.002789757992561154
SHORTNESS OF BREATH,0.0036273556459026856
ANXIETY,0.0038042204887233366
GENDER,0.01934467583526228
SMOKING,0.025684144324341112
CHEST PAIN,0.030094869945449243
SWALLOWING DIFFICULTY,0.03427062344895593
WHEEZING,0.051035036149896795
CHRONIC DISEASE,0.05529838372162821
PEER_PRESSURE,0.05600869560148238
YELLOW_FINGERS,0.08741824733761319
AGE,0.12090898987685388
ALCOHOL CONSUMING,0.1302896353092597
FATIGUE ,0.14525119693808802
ALLERGY ,0.27989057658834643
