feature,mean_importance
GENDER,0.0019404404279984855
SMOKING,0.0019893344357344413
ANXIETY,0.0022595357685531005
CHEST PAIN,0.0030763467828302748
SHORTNESS OF BREATH,0.004857889513419961
AGE,0.009360290203785215
ALCOHOL CONSUMING,0.01743232939252428
WHEEZING,0.022810525246651392
COUGHING,0.03820886366889406
CHRONIC DISEASE,0.04249776132722955
YELLOW_FINGERS,0.051700371262649925
SWALLOWING DIFFICULTY,0.07154035488870651
PEER_PRESSURE,0.08210989691262224
FATIGUE ,0.10876991738416728
ALLERGY ,0.11930458844542739
