feature,mean_importance
AGE,-0.0011402704856759093
GENDER,-0.00037419545224915974
ANXIETY,0.0012175842042328577
CHRONIC DISEASE,0.0025361073754588625
SHORTNESS OF BREATH,0.0034825779067685137
CHEST PAIN,0.0039525580656018635
SMOKING,0.008662097716023364
COUGHING,0.0103204437563855
YELLOW_FINGERS,0.021582556307903476
SWALLOWING DIFFICULTY,0.03387866760915979
FATIGUE ,0.03684406496301744
WHEEZING,0.049981688134912106
ALCOHOL CONSUMING,0.05504964532454666
PEER_PRESSURE,0.09415424821737817
ALLERGY ,0.21060603253216628
