feature,mean_importance
COUGHING,0.007435100612254358
ANXIETY,0.00862237689046762
AGE,0.00912120076714662
SMOKING,0.010619266713138825
SHORTNESS OF BREATH,0.013077377416515735
CHRONIC DISEASE,0.01841303552586897
CHEST PAIN,0.03161205945293886
SWALLOWING DIFFICULTY,0.03354761088824697
WHEEZING,0.04167941018588988
ALCOHOL CONSUMING,0.043113316337797365
YELLOW_FINGERS,0.048403684515427856
ALLERGY ,0.049098465779587326
PEER_PRESSURE,0.05494899782933906
GENDER,0.06531165881527581
FATIGUE ,0.0808282119906785
