feature,mean_importance
GENDER,-0.001605074332562359
SMOKING,0.0
PEER_PRESSURE,0.0
ALLERGY ,0.0
ALCOHOL CONSUMING,0.0
SWALLOWING DIFFICULTY,0.0016726979997607084
WHEEZING,0.00313683246523041
COUGHING,0.004657877687441378
ALLERGY _sum_YELLOW_FINGERS,0.006722536358571044
ANXIETY,0.008046857135460675
SWALLOWING DIFFICULTY_sum_COUGHING,0.00954594906795839
COUGHING_sum_ALLERGY ,0.0106337240968571
CHEST PAIN,0.010879093951739702
YELLOW_FINGERS,0.011265531174961676
SWALLOWING DIFFICULTY_sum_ALCOHOL CONSUMING,0.013720054100509771
SHORTNESS OF BREATH,0.01696723511885034
ALCOHOL CONSUMING_sum_ALLERGY ,0.017153683724219323
CHRONIC DISEASE,0.020304908123154122
AGE,0.024530213560593393
ALLERGY _sum_PEER_PRESSURE,0.027600500544289187
CHEST PAIN_sum_PEER_PRESSURE,0.039859899956748414
WHEEZING_sum_ALLERGY ,0.05301572283642717
SWALLOWING DIFFICULTY_sum_ALLERGY ,0.05468166398786317
FATIGUE ,0.05816369874506425
ALCOHOL CONSUMING_sum_PEER_PRESSURE,0.13195830541348685
