feature,mean_importance
AGE,-0.024315754901916974
SMOKING,0.002711411378525186
CHEST PAIN,0.00415579183282973
YELLOW_FINGERS,0.013778318052947481
WHEEZING,0.013805651341437875
ANXIETY,0.016189068012117818
CHRONIC DISEASE,0.0233831512270856
SWALLOWING DIFFICULTY,0.02422925213413062
PEER_PRESSURE,0.029151308953890842
ALCOHOL CONSUMING,0.03132841466066168
COUGHING,0.03934685443873607
ALLERGY ,0.08569938760555337
FATIGUE ,0.11616155952037262
GENDER,0.12161043783568215
SHORTNESS OF BREATH,0.1321565724445331
