feature,mean_importance
CHEST PAIN,0.007256301013168087
WHEEZING,0.009651698258242674
AGE,0.012752560066958523
GENDER,0.01767699399781905
ANXIETY,0.021651336467381946
ALCOHOL CONSUMING,0.023954488583824783
SMOKING,0.026214990831467323
CHRONIC DISEASE,0.03845180180599238
ALLERGY ,0.04894883082880508
COUGHING,0.053643409120641874
SHORTNESS OF BREATH,0.08326414709559761
PEER_PRESSURE,0.08444891866417104
YELLOW_FINGERS,0.09170878786087605
SWALLOWING DIFFICULTY,0.09480616120230463
FATIGUE ,0.09526278196000487
