feature,mean_importance
Dist_Cluster_7,-0.00033635587465982996
YELLOW_FINGERS,-0.0002548468649630098
FATIGUE ,-9.954097832232944e-05
PEER_PRESSURE,-6.70607288429742e-05
SHORTNESS OF BREATH,-2.152082044801218e-05
CHRONIC DISEASE,-1.4284260509109248e-05
WHEEZING,0.0
COUGHING,0.0
Dist_Cluster_12,3.291649047263423e-05
Cluster,0.00015582529262554435
CHEST PAIN,0.00035101969314358663
Dist_Cluster_4,0.00048429478052778864
SWALLOWING DIFFICULTY,0.0007726482770776616
GENDER,0.0009519138987414272
ALCOHOL CONSUMING,0.0011241335464974105
AGE,0.0017861767663849754
SMOKING,0.0020385864375474377
ANXIETY,0.0023433626217059913
Dist_Cluster_14,0.0024517666798440085
Dist_Cluster_13,0.00267277011243503
ALLERGY ,0.0033089488185269215
Dist_Cluster_3,0.004496365243355058
Dist_Cluster_5,0.00730104552284371
random_feature,0.008704110044508852
Dist_Cluster_0,0.009805196749340947
Dist_Cluster_6,0.011034683024376272
Dist_Cluster_2,0.015439209552373248
Dist_Cluster_11,0.01687913395365314
Dist_Cluster_8,0.06860001288894807
Dist_Cluster_1,0.12453396876387098
Dist_Cluster_10,0.19864769506941077
Dist_Cluster_9,0.2520757208648724
