feature,mean_importance
random_feature,-0.0019512671651231162
AGE,-0.0010437151042301917
PEER_PRESSURE,-0.0002684777310489217
WHEEZING,-0.0002000663242979539
CHRONIC DISEASE,-4.156526602375754e-05
ALCOHOL CONSUMING,-1.2237395724312704e-06
SMOKING,0.0
YELLOW_FINGERS,0.0
ANXIETY,0.0
COUGHING,0.0
Cluster,0.0
SWALLOWING DIFFICULTY,0.0
CHEST PAIN,0.0
FATIGUE ,2.089025052287585e-06
Dist_Cluster_13,0.000295472795634355
GENDER,0.0011025142651080345
Dist_Cluster_14,0.0013779417127449233
Dist_Cluster_6,0.0017375513795414243
SHORTNESS OF BREATH,0.002204009948519381
ALLERGY ,0.0024800520354966602
Dist_Cluster_9,0.003435580379515446
Dist_Cluster_1,0.00435881783779094
Dist_Cluster_8,0.01000753753230541
Dist_Cluster_3,0.01073072429082612
Dist_Cluster_10,0.01573657801074859
Dist_Cluster_2,0.04120963638589956
Dist_Cluster_12,0.0412347967251091
Dist_Cluster_7,0.061039050249723246
Dist_Cluster_0,0.08964871505106206
Dist_Cluster_11,0.09889013332676475
Dist_Cluster_4,0.10442827917963102
Dist_Cluster_5,0.2404809907160928
