feature,mean_importance
ANXIETY,0.00015716006678663795
GENDER,0.00020660762078952843
SHORTNESS OF BREATH,0.0015730818383285327
SMOKING,0.002387735400375346
CHEST PAIN,0.002839529504017857
CHRONIC DISEASE,0.012682235611500775
AGE,0.013277635797968484
YELLOW_FINGERS,0.01926256635728476
ALCOHOL CONSUMING,0.035279562334675205
WHEEZING,0.04489181101577497
COUGHING,0.0457241708757723
FATIGUE ,0.05594367553149732
SWALLOWING DIFFICULTY,0.05596069266829251
PEER_PRESSURE,0.07913237162591459
ALLERGY ,0.21059673488114203
