feature,mean_importance
SMOKING,0.0006324924756988259
COUGHING,0.001911593322536659
WHEEZING,0.004202484377662441
AGE,0.005965519865910629
CHEST PAIN,0.008950948224313582
ALCOHOL CONSUMING,0.015273512847632098
ANXIETY,0.01648197495390761
ALLERGY ,0.023560869714408107
CHRONIC DISEASE,0.02469393353610469
YELLOW_FINGERS,0.03630442913348234
SWALLOWING DIFFICULTY,0.04569194142957468
SHORTNESS OF BREATH,0.04653848861125899
PEER_PRESSURE,0.058872672685110164
FATIGUE ,0.09800045730766782
GENDER,0.15893092451814278
