feature,mean_importance
SMOKING,-0.00018459569623949235
GENDER,0.005256694838166359
SHORTNESS OF BREATH,0.007847150173093159
AGE,0.009414988331684648
CHRONIC DISEASE,0.01618454534424184
ANXIETY,0.016618661667695024
COUGHING,0.026531979996398926
CHEST PAIN,0.030765521823318247
SWALLOWING DIFFICULTY,0.032189725106513786
YELLOW_FINGERS,0.03812720306383233
FATIGUE ,0.06883275053637938
WHEEZING,0.0993285632964491
ALLERGY ,0.1025863246437408
ALCOHOL CONSUMING,0.17007425449970315
PEER_PRESSURE,0.20742121469524863
