feature,mean_importance
GENDER,-0.004109933001562588
COUGHING,-0.0018211865599358722
CHEST PAIN,-1.557908442294531e-05
SMOKING,0.009585166814855162
SHORTNESS OF BREATH,0.011399439568191816
ANXIETY,0.012591959661878482
CHRONIC DISEASE,0.0476184455694307
AGE,0.053300341233396886
ALCOHOL CONSUMING,0.08447016551247508
WHEEZING,0.08463899580035698
SWALLOWING DIFFICULTY,0.08971078889892233
FATIGUE ,0.10234257777764284
YELLOW_FINGERS,0.11537379877209797
PEER_PRESSURE,0.13406787644113188
ALLERGY ,0.34340934420432945
