feature,mean_importance
COUGHING,-0.00846691227140231
SMOKING,0.0008449066422484108
SWALLOWING DIFFICULTY,0.001496245872319446
GENDER,0.003909744785178265
YELLOW_FINGERS,0.005530388421491994
CHEST PAIN,0.00710130172076523
ANXIETY,0.01754023814788557
CHRONIC DISEASE,0.022306047962586995
FATIGUE ,0.032629482795983974
ALCOHOL CONSUMING,0.03463626679296265
ALLERGY ,0.04466118836557171
SHORTNESS OF BREATH,0.04579345305046962
WHEEZING,0.04579732452173311
AGE,0.05896035868069076
PEER_PRESSURE,0.0894198006578718
