feature,mean_importance
COUGHING,0.0008447205486123461
GENDER,0.01041825534725202
SWALLOWING DIFFICULTY,0.012909359965518525
WHEEZING,0.019623939492568847
CHEST PAIN,0.020236187030991577
ANXIETY,0.021494228588683932
YELLOW_FINGERS,0.02884769677271053
CHRONIC DISEASE,0.04230794387812762
FATIGUE ,0.042372579011227776
SMOKING,0.048160632116449074
SHORTNESS OF BREATH,0.08545503033618503
PEER_PRESSURE,0.10374473173585175
ALCOHOL CONSUMING,0.11063955415676212
ALLERGY ,0.1311108865338324
AGE,0.17008606557996706
