feature,mean_importance
CHRONIC DISEASE,0.0014810229359545346
SMOKING,0.0023646423932390027
GENDER,0.0034176541880911794
AGE,0.0042549454666080955
ANXIETY,0.005808562619713642
COUGHING,0.008443379362487468
SHORTNESS OF BREATH,0.008519133813512703
WHEEZING,0.01182733018390364
CHEST PAIN,0.02463951733064229
FATIGUE ,0.024823414818090438
YELLOW_FINGERS,0.029648424469049705
SWALLOWING DIFFICULTY,0.03660596312094251
ALCOHOL CONSUMING,0.06812227755119876
PEER_PRESSURE,0.07106900305590072
ALLERGY ,0.08460355064624084
