feature,mean_importance
COUGHING,-0.0041720412377167174
GENDER,-0.002876220132084001
SHORTNESS OF BREATH,-0.0002046187068072136
ANXIETY,0.0008129888499385618
CHEST PAIN,0.012240467665496796
SMOKING,0.016493086328317356
CHRONIC DISEASE,0.022564570067060346
SWALLOWING DIFFICULTY,0.02454782677716481
WHEEZING,0.0314474125190567
FATIGUE ,0.03971355493916665
AGE,0.0427540647546502
YELLOW_FINGERS,0.07794764006914749
PEER_PRESSURE,0.0869042092481925
ALCOHOL CONSUMING,0.10571747987461291
ALLERGY ,0.3745914716133244
