feature,mean_importance
GENDER,0.004337700099411817
SMOKING,0.010969901339666965
ANXIETY,0.021011063934361973
YELLOW_FINGERS,0.028199151508794106
WHEEZING,0.029900304571604874
CHRONIC DISEASE,0.03180770407359554
AGE,0.03189541009244862
FATIGUE ,0.03594903062200781
SWALLOWING DIFFICULTY,0.036595155678980903
COUGHING,0.03794490767831592
SHORTNESS OF BREATH,0.05207073466162957
CHEST PAIN,0.07522931457238605
ALCOHOL CONSUMING,0.08457768791690848
PEER_PRESSURE,0.1049879954752824
ALLERGY ,0.13458895470448362
