feature,mean_importance
SMOKING,1.1102230246251566e-17
COUGHING,3.3306690738754695e-17
ANXIETY,0.014270429042240674
AGE,0.015705980304894434
GENDER,0.030607661443598493
CHRONIC DISEASE,0.0366723588783163
SHORTNESS OF BREATH,0.040512289030562976
YELLOW_FINGERS,0.04164737648220282
PEER_PRESSURE,0.04382210703039199
ALLERGY ,0.0844281834817002
FATIGUE ,0.08581833396719238
ALCOHOL CONSUMING,0.0891560956432742
WHEEZING,0.09703324981627473
CHEST PAIN,0.11768096895717681
SWALLOWING DIFFICULTY,0.1286790550876816
