feature,mean_importance
CHEST PAIN,-0.02561890068404416
COUGHING,-0.020007935519386993
SMOKING,-0.016808738830384008
YELLOW_FINGERS,-0.015050366884694476
GENDER,0.0020599536308244736
ALCOHOL CONSUMING,0.0052191587193647524
ANXIETY,0.007985470531100441
SWALLOWING DIFFICULTY,0.014080945009523688
CHRONIC DISEASE,0.03163751356274904
PEER_PRESSURE,0.03308068707352254
SHORTNESS OF BREATH,0.03885637884399658
WHEEZING,0.03892378029041794
FATIGUE ,0.049326262057988804
ALLERGY ,0.06619936848167082
AGE,0.07908183569273919
